usuarioid;bicicletaid;origenfecha;origenestacionid;origennombre;destinofecha;destinoestacionid;destinonombre;tiempouso
57243;962;2013-01-07 12:12:45.17;34;SUIPACHA;2013-01-07 12:22:51.263;15;CONGRESO;10
52856;1097;2013-01-07 12:12:45.45;9;PARQUE LEZAMA;2013-01-07 12:28:54.92;7;PLAZA ROMA;16
68284;708;2013-01-07 12:13:38.797;34;SUIPACHA;2013-01-07 12:21:27.577;5;ADUANA;8
6748;565;2013-01-07 12:14:09.513;15;CONGRESO;2013-01-07 12:34:11.25;3;RETIRO;20
19177;1064;2013-01-07 12:14:13.53;35;ALSINA ;2013-01-07 12:58:41.327;34;SUIPACHA;44
69080;1518;2013-01-07 12:15:02.013;18;TRIBUNALES;2013-01-07 12:29:05.09;27;INDEPENDENCIA;14
49249;1465;2013-01-07 12:15:27.327;36;EMMA DE LA BARRA;2013-01-07 12:31:10.873;7;PLAZA ROMA;16
3078;1244;2013-01-07 12:15:29.28;24;PLAZA DE MAYO;2013-01-07 12:33:48.467;23;PLAZA HOUSSAY;18
66175;727;2013-01-07 12:15:33.403;5;ADUANA;2013-01-07 12:42:28.983;5;ADUANA;27
13328;1519;2013-01-07 12:15:38.28;24;PLAZA DE MAYO;2013-01-07 12:31:57.247;27;INDEPENDENCIA;16
54051;1159;2013-01-07 12:15:47.31;7;PLAZA ROMA;2013-01-07 12:36:55.25;19;PLAZA VICENTE LOPEZ;21
35921;1002;2013-01-07 12:16:19.827;27;INDEPENDENCIA;2013-01-07 12:26:43.373;15;CONGRESO;10
40736;1617;2013-01-07 12:16:36.483;25;PLAZA ALMAGRO;2013-01-07 13:06:24.687;16;PARQUE LAS HERAS;50
58196;1395;2013-01-07 12:17:19.077;35;ALSINA ;2013-01-07 12:18:16.107;5;ADUANA;1
23715;549;2013-01-07 12:17:26.687;27;INDEPENDENCIA;2013-01-07 13:00:48.45;24;PLAZA DE MAYO;43
52484;1222;2013-01-07 12:17:32.483;18;TRIBUNALES;2013-01-07 12:45:22.827;34;SUIPACHA;28
73091;1168;2013-01-07 12:18:04.89;24;PLAZA DE MAYO;2013-01-07 12:43:25.903;25;PLAZA ALMAGRO;25
16025;1625;2013-01-07 12:18:30.56;18;TRIBUNALES;2013-01-07 12:55:17.983;5;ADUANA;37
2519;1435;2013-01-07 12:18:55.047;5;ADUANA;2013-01-07 12:57:33.81;5;ADUANA;39
55174;1609;2013-01-07 12:18:59.06;18;TRIBUNALES;2013-01-07 13:22:13.14;18;TRIBUNALES;63
26367;868;2013-01-07 12:19:22.857;33;ARENALES;2013-01-07 12:43:51.28;17;UCA PUERTO MADERO;24
73106;1041;2013-01-07 12:20:43.577;33;ARENALES;2013-01-07 12:48:01.043;10;OBELISCO;27
32213;1346;2013-01-07 12:21:09.14;24;PLAZA DE MAYO;2013-01-07 13:16:38.983;24;PLAZA DE MAYO;55
53583;931;2013-01-07 12:21:33.107;16;PARQUE LAS HERAS;2013-01-07 12:50:01.2;15;CONGRESO;28
49799;679;2013-01-07 12:21:37.357;18;TRIBUNALES;2013-01-07 12:41:43.653;10;OBELISCO;20
71605;670;2013-01-07 12:22:35.093;7;PLAZA ROMA;2013-01-07 13:11:32.03;7;PLAZA ROMA;49
41457;523;2013-01-07 12:22:52.86;24;PLAZA DE MAYO;2013-01-07 12:33:16.357;18;TRIBUNALES;10
28427;1169;2013-01-07 12:22:57.2;37;PLAZA GÜEMES;2013-01-07 12:41:20.187;25;PLAZA ALMAGRO;18
48895;323;2013-01-07 12:23:14.827;23;PLAZA HOUSSAY;2013-01-07 12:23:39.25;23;PLAZA HOUSSAY;0
56707;1239;2013-01-07 12:23:40.39;24;PLAZA DE MAYO;2013-01-07 12:32:44.263;17;UCA PUERTO MADERO;9
48895;323;2013-01-07 12:23:54.14;23;PLAZA HOUSSAY;2013-01-07 12:59:39.373;28;PLAZA SAN MARTIN;36
70469;440;2013-01-07 12:24:09.14;34;SUIPACHA;2013-01-07 12:32:05.653;3;RETIRO;8
58196;283;2013-01-07 12:24:12.547;35;ALSINA ;2013-01-07 12:28:04.2;22;VIRREY CEVALLOS;4
952;664;2013-01-07 12:24:22.623;18;TRIBUNALES;2013-01-07 12:35:54.997;3;RETIRO;12
8472;1464;2013-01-07 12:24:59.403;35;ALSINA ;2013-01-07 12:52:39.547;16;PARQUE LAS HERAS;28
71800;719;2013-01-07 12:25:09.607;34;SUIPACHA;2013-01-07 12:37:12.217;19;PLAZA VICENTE LOPEZ;12
6638;827;2013-01-07 12:25:12.717;36;EMMA DE LA BARRA;2013-01-07 13:25:07.78;36;EMMA DE LA BARRA;60
24140;1080;2013-01-07 12:25:45.123;15;CONGRESO;2013-01-07 13:10:47.78;24;PLAZA DE MAYO;45
29205;1379;2013-01-07 12:25:46.2;7;PLAZA ROMA;2013-01-07 12:39:51.747;23;PLAZA HOUSSAY;14
37548;765;2013-01-07 12:25:54.623;18;TRIBUNALES;2013-01-07 12:44:27.67;20;ONCE;19
52252;1629;2013-01-07 12:26:05.56;17;UCA PUERTO MADERO;2013-01-07 12:43:37.86;27;INDEPENDENCIA;18
926;1252;2013-01-07 12:26:16.547;24;PLAZA DE MAYO;2013-01-07 12:37:08.95;34;SUIPACHA;11
62875;1523;2013-01-07 12:27:01.45;27;INDEPENDENCIA;2013-01-07 12:39:41.42;24;PLAZA DE MAYO;13
51517;1035;2013-01-07 12:27:17.233;23;PLAZA HOUSSAY;2013-01-07 12:51:21.45;22;VIRREY CEVALLOS;24
58313;959;2013-01-07 12:27:50.25;6;DERECHO;2013-01-07 13:57:16.403;20;ONCE;89
3517;283;2013-01-07 12:28:06.92;22;VIRREY CEVALLOS;2013-01-07 12:42:44.53;24;PLAZA DE MAYO;15
57343;1587;2013-01-07 12:28:16.53;35;ALSINA ;2013-01-07 13:30:10.263;35;ALSINA ;62
40114;1121;2013-01-07 12:28:21.89;10;OBELISCO;2013-01-07 12:33:23.263;35;ALSINA ;5
59086;1198;2013-01-07 12:28:28.733;22;VIRREY CEVALLOS;2013-01-07 12:44:20.857;20;ONCE;16
20389;141;2013-01-07 12:28:30.03;24;PLAZA DE MAYO;2013-01-07 12:56:05.92;15;CONGRESO;28
31541;420;2013-01-07 12:28:33.983;18;TRIBUNALES;2013-01-07 12:38:55.11;7;PLAZA ROMA;10
27678;787;2013-01-07 12:29:19.86;20;ONCE;2013-01-07 13:09:31.687;20;ONCE;40
58136;912;2013-01-07 12:29:40.06;35;ALSINA ;2013-01-07 13:29:37.077;35;ALSINA ;60
67034;920;2013-01-07 12:29:41.293;24;PLAZA DE MAYO;2013-01-07 13:13:37.75;24;PLAZA DE MAYO;44
22547;1596;2013-01-07 12:29:46.763;16;PARQUE LAS HERAS;2013-01-07 12:59:12.75;3;RETIRO;29
62815;1110;2013-01-07 12:30:05.03;21;PACIFICO;2013-01-07 12:42:30.53;16;PARQUE LAS HERAS;12
59101;1163;2013-01-07 12:30:27.437;20;ONCE;2013-01-07 13:04:58.247;15;CONGRESO;35
41140;314;2013-01-07 12:30:40.31;10;OBELISCO;2013-01-07 13:40:01.217;10;OBELISCO;69
72710;1120;2013-01-07 12:30:43.263;24;PLAZA DE MAYO;2013-01-07 12:38:48.263;10;OBELISCO;8
48793;1352;2013-01-07 12:30:46.153;21;PACIFICO;2013-01-07 13:02:23.78;21;PACIFICO;32
13741;1639;2013-01-07 12:31:03;9;PARQUE LEZAMA;2013-01-07 12:50:39.077;3;RETIRO;20
66211;1022;2013-01-07 12:31:42.17;7;PLAZA ROMA;2013-01-07 12:37:45.997;3;RETIRO;6
63238;876;2013-01-07 12:31:44.06;10;OBELISCO;2013-01-07 12:48:04.717;20;ONCE;16
38683;1051;2013-01-07 12:31:47.343;20;ONCE;2013-01-07 13:39:19.42;20;ONCE;68
48579;1262;2013-01-07 12:31:53.937;28;PLAZA SAN MARTIN;2013-01-07 13:01:36.483;28;PLAZA SAN MARTIN;30
34875;1029;2013-01-07 12:32:14.89;18;TRIBUNALES;2013-01-07 12:50:35.577;18;TRIBUNALES;18
22645;1327;2013-01-07 12:32:27.217;5;ADUANA;2013-01-07 13:41:29.56;20;ONCE;69
62699;21;2013-01-07 12:32:37.937;34;SUIPACHA;2013-01-07 12:33:47.2;34;SUIPACHA;1
65181;1024;2013-01-07 12:32:55.03;36;EMMA DE LA BARRA;2013-01-07 13:10:11.733;24;PLAZA DE MAYO;37
22085;1300;2013-01-07 12:33:09.717;3;RETIRO;2013-01-07 13:34:11.623;36;EMMA DE LA BARRA;61
9691;1047;2013-01-07 12:33:27.873;6;DERECHO;2013-01-07 12:55:57.497;17;UCA PUERTO MADERO;22
71258;896;2013-01-07 12:33:41.403;6;DERECHO;2013-01-07 12:34:46.577;6;DERECHO;1
72678;67;2013-01-07 12:34:31.047;23;PLAZA HOUSSAY;2013-01-07 12:54:45.7;15;CONGRESO;20
47680;1225;2013-01-07 12:34:31.593;35;ALSINA ;2013-01-07 12:48:44.187;7;PLAZA ROMA;14
72680;865;2013-01-07 12:34:35.263;23;PLAZA HOUSSAY;2013-01-07 12:54:22.42;15;CONGRESO;20
67350;300;2013-01-07 12:34:55.373;33;ARENALES;2013-01-07 13:20:00.843;33;ARENALES;45
62699;958;2013-01-07 12:34:57.45;34;SUIPACHA;2013-01-07 13:20:23.623;7;PLAZA ROMA;45
72642;1337;2013-01-07 12:35:23.42;26;CMD;2013-01-07 13:44:26.797;26;CMD;69
71258;291;2013-01-07 12:35:42.747;6;DERECHO;2013-01-07 13:35:33.827;6;DERECHO;60
67010;1431;2013-01-07 12:35:58.967;7;PLAZA ROMA;2013-01-07 13:15:38.61;24;PLAZA DE MAYO;40
62758;552;2013-01-07 12:36:14.903;10;OBELISCO;2013-01-07 13:39:32.483;10;OBELISCO;63
51932;1358;2013-01-07 12:36:37.547;3;RETIRO;2013-01-07 12:48:02.61;24;PLAZA DE MAYO;11
10728;1316;2013-01-07 12:37:10.59;18;TRIBUNALES;2013-01-07 12:48:53.857;22;VIRREY CEVALLOS;12
15205;1025;2013-01-07 12:37:35.717;10;OBELISCO;2013-01-07 12:56:06.107;3;RETIRO;19
65906;1465;2013-01-07 12:37:39.093;7;PLAZA ROMA;2013-01-07 12:59:25.64;36;EMMA DE LA BARRA;22
37837;1288;2013-01-07 12:37:53.843;21;PACIFICO;2013-01-07 13:06:10.81;20;ONCE;28
70244;1179;2013-01-07 12:37:58.437;19;PLAZA VICENTE LOPEZ;2013-01-07 12:54:31.34;24;PLAZA DE MAYO;17
66211;664;2013-01-07 12:38:21.153;3;RETIRO;2013-01-07 12:58:20.247;8;PLAZA ITALIA;20
12256;684;2013-01-07 12:38:55.047;28;PLAZA SAN MARTIN;2013-01-07 12:48:06.763;18;TRIBUNALES;9
72710;1120;2013-01-07 12:39:07.123;10;OBELISCO;2013-01-07 12:59:28.31;25;PLAZA ALMAGRO;20
31541;420;2013-01-07 12:39:14.733;7;PLAZA ROMA;2013-01-07 12:59:48.043;9;PARQUE LEZAMA;21
71392;1581;2013-01-07 12:39:16.2;34;SUIPACHA;2013-01-07 12:49:39.39;15;CONGRESO;10
23435;1076;2013-01-07 12:39:17.78;21;PACIFICO;2013-01-07 13:08:01.89;23;PLAZA HOUSSAY;29
49619;1383;2013-01-07 12:39:26.327;23;PLAZA HOUSSAY;2013-01-07 12:57:21.39;3;RETIRO;18
26196;162;2013-01-07 12:39:42.577;10;OBELISCO;2013-01-07 13:05:21.217;20;ONCE;26
14969;1167;2013-01-07 12:39:44.403;36;EMMA DE LA BARRA;2013-01-07 13:00:42.687;18;TRIBUNALES;21
53084;1584;2013-01-07 12:39:45.53;17;UCA PUERTO MADERO;2013-01-07 13:26:09.077;3;RETIRO;46
63303;442;2013-01-07 12:39:50.047;8;PLAZA ITALIA;2013-01-07 12:51:36.28;16;PARQUE LAS HERAS;12
59078;266;2013-01-07 12:39:56.497;21;PACIFICO;2013-01-07 13:15:15.343;8;PLAZA ITALIA;35
67907;320;2013-01-07 12:40:15.593;33;ARENALES;2013-01-07 12:50:08.497;23;PLAZA HOUSSAY;10
72666;801;2013-01-07 12:40:36.733;25;PLAZA ALMAGRO;2013-01-07 13:38:44.357;25;PLAZA ALMAGRO;58
50291;1531;2013-01-07 12:41:38.59;34;SUIPACHA;2013-01-07 13:26:42.733;34;SUIPACHA;45
7302;65;2013-01-07 12:42:05.217;9;PARQUE LEZAMA;2013-01-07 13:11:45.5;15;CONGRESO;30
49799;679;2013-01-07 12:42:05.437;10;OBELISCO;2013-01-07 13:02:57.06;25;PLAZA ALMAGRO;21
47553;1022;2013-01-07 12:42:31.983;3;RETIRO;2013-01-07 12:55:09.077;36;EMMA DE LA BARRA;13
70811;452;2013-01-07 12:42:40.093;3;RETIRO;2013-01-07 12:54:50.34;34;SUIPACHA;12
59718;1379;2013-01-07 12:42:44.373;23;PLAZA HOUSSAY;2013-01-07 13:10:59.577;10;OBELISCO;28
40072;242;2013-01-07 12:43:09.327;10;OBELISCO;2013-01-07 12:52:14.733;33;ARENALES;9
2342;1110;2013-01-07 12:43:12.42;16;PARQUE LAS HERAS;2013-01-07 12:57:17.373;33;ARENALES;14
52252;1629;2013-01-07 12:43:48.28;27;INDEPENDENCIA;2013-01-07 12:54:40.45;17;UCA PUERTO MADERO;11
72313;212;2013-01-07 12:43:51.67;19;PLAZA VICENTE LOPEZ;2013-01-07 13:06:45.717;7;PLAZA ROMA;23
13429;1011;2013-01-07 12:44:13.903;24;PLAZA DE MAYO;2013-01-07 12:57:24.077;9;PARQUE LEZAMA;13
30240;1518;2013-01-07 12:44:51.013;27;INDEPENDENCIA;2013-01-07 13:16:49.857;22;VIRREY CEVALLOS;32
48975;987;2013-01-07 12:45:15.903;18;TRIBUNALES;2013-01-07 13:28:33.403;21;PACIFICO;43
68979;334;2013-01-07 12:45:19.233;22;VIRREY CEVALLOS;2013-01-07 13:47:57.093;22;VIRREY CEVALLOS;63
62935;1519;2013-01-07 12:45:40.217;27;INDEPENDENCIA;2013-01-07 12:58:11.983;27;INDEPENDENCIA;13
59607;1588;2013-01-07 12:45:54.903;36;EMMA DE LA BARRA;2013-01-07 13:54:58.077;36;EMMA DE LA BARRA;69
40730;1244;2013-01-07 12:46:26.53;23;PLAZA HOUSSAY;2013-01-07 13:19:07.95;22;VIRREY CEVALLOS;33
69080;766;2013-01-07 12:46:53.187;27;INDEPENDENCIA;2013-01-07 13:06:41.653;18;TRIBUNALES;20
5072;826;2013-01-07 12:46:57.217;17;UCA PUERTO MADERO;2013-01-07 13:26:16.497;5;ADUANA;39
73118;243;2013-01-07 12:47:22.793;23;PLAZA HOUSSAY;2013-01-07 13:19:45.28;22;VIRREY CEVALLOS;32
28458;1495;2013-01-07 12:47:30.327;22;VIRREY CEVALLOS;2013-01-07 13:00:09.873;10;OBELISCO;13
70987;1516;2013-01-07 12:48:09.403;32;PARQUE PATRICIOS ;2013-01-07 13:08:50.653;9;PARQUE LEZAMA;21
48281;1514;2013-01-07 12:48:28.327;27;INDEPENDENCIA;2013-01-07 13:38:10.92;27;INDEPENDENCIA;50
71770;1181;2013-01-07 12:48:33.437;24;PLAZA DE MAYO;2013-01-07 12:56:35.39;17;UCA PUERTO MADERO;8
69159;1458;2013-01-07 12:49:12.247;32;PARQUE PATRICIOS ;2013-01-07 13:19:49.343;24;PLAZA DE MAYO;31
2366;850;2013-01-07 12:49:43.53;17;UCA PUERTO MADERO;2013-01-07 13:02:58.31;35;ALSINA ;13
36140;684;2013-01-07 12:49:51.7;18;TRIBUNALES;2013-01-07 13:07:10.793;7;PLAZA ROMA;17
71765;899;2013-01-07 12:50:38.793;35;ALSINA ;2013-01-07 13:09:05.873;28;PLAZA SAN MARTIN;18
9694;1168;2013-01-07 12:50:57.53;25;PLAZA ALMAGRO;2013-01-07 13:06:39.2;37;PLAZA GÜEMES;16
49031;894;2013-01-07 12:51:03.09;21;PACIFICO;2013-01-07 14:03:35.53;21;PACIFICO;73
38201;1639;2013-01-07 12:51:37.7;3;RETIRO;2013-01-07 13:18:46.763;34;SUIPACHA;27
21288;442;2013-01-07 12:51:51.013;16;PARQUE LAS HERAS;2013-01-07 13:27:59.483;21;PACIFICO;36
33860;1444;2013-01-07 12:51:59.403;36;EMMA DE LA BARRA;2013-01-07 12:58:16.06;7;PLAZA ROMA;6
61623;1063;2013-01-07 12:52:14.53;28;PLAZA SAN MARTIN;2013-01-07 13:45:56.233;24;PLAZA DE MAYO;54
49034;1026;2013-01-07 12:52:18.577;21;PACIFICO;2013-01-07 14:03:20.013;21;PACIFICO;71
17445;1189;2013-01-07 12:52:35.373;7;PLAZA ROMA;2013-01-07 13:55:26.543;3;RETIRO;63
63294;494;2013-01-07 12:52:57.843;21;PACIFICO;2013-01-07 13:26:12.903;3;RETIRO;33
55652;719;2013-01-07 12:53:09.64;19;PLAZA VICENTE LOPEZ;2013-01-07 13:34:18.623;30;DISTRITO AUDIOVISUAL;41
35855;872;2013-01-07 12:53:18.857;27;INDEPENDENCIA;2013-01-07 13:15:37.437;28;PLAZA SAN MARTIN;22
66300;1069;2013-01-07 12:53:54.263;25;PLAZA ALMAGRO;2013-01-07 13:07:22.31;20;ONCE;13
55653;54;2013-01-07 12:54:01.217;19;PLAZA VICENTE LOPEZ;2013-01-07 13:34:32.263;30;DISTRITO AUDIOVISUAL;41
66194;1344;2013-01-07 12:54:27.217;23;PLAZA HOUSSAY;2013-01-07 13:55:07.373;34;SUIPACHA;61
42739;1198;2013-01-07 12:54:33.687;20;ONCE;2013-01-07 12:55:05.623;20;ONCE;1
42739;1198;2013-01-07 12:55:40.7;20;ONCE;2013-01-07 13:53:00.7;20;ONCE;57
52252;1629;2013-01-07 12:55:48.793;17;UCA PUERTO MADERO;2013-01-07 13:19:36.937;36;EMMA DE LA BARRA;24
6503;57;2013-01-07 12:55:53.577;34;SUIPACHA;2013-01-07 13:01:36.483;24;PLAZA DE MAYO;6
42859;1245;2013-01-07 12:56:27.28;25;PLAZA ALMAGRO;2013-01-07 13:22:34.2;35;ALSINA ;26
52620;1520;2013-01-07 12:57:12.2;9;PARQUE LEZAMA;2013-01-07 14:02:44.42;9;PARQUE LEZAMA;66
52547;135;2013-01-07 12:57:13.983;35;ALSINA ;2013-01-07 13:24:44.217;35;ALSINA ;28
67203;1169;2013-01-07 12:57:19.17;25;PLAZA ALMAGRO;2013-01-07 13:43:33.873;21;PACIFICO;46
53141;1428;2013-01-07 12:57:34.84;8;PLAZA ITALIA;2013-01-07 13:09:07.92;37;PLAZA GÜEMES;12
22568;663;2013-01-07 12:57:37.25;35;ALSINA ;2013-01-07 13:07:24.467;7;PLAZA ROMA;10
13350;1029;2013-01-07 12:57:41.733;18;TRIBUNALES;2013-01-07 13:26:43.593;20;ONCE;29
39975;1025;2013-01-07 12:58:00.92;3;RETIRO;2013-01-07 13:21:47.763;10;OBELISCO;24
54801;1002;2013-01-07 12:58:42.59;15;CONGRESO;2013-01-07 13:16:44.95;25;PLAZA ALMAGRO;18
19177;1064;2013-01-07 12:59:03.64;34;SUIPACHA;2013-01-07 13:43:50.043;34;SUIPACHA;45
71630;523;2013-01-07 12:59:09.717;18;TRIBUNALES;2013-01-07 13:57:29.093;27;INDEPENDENCIA;58
36274;951;2013-01-07 12:59:27.67;9;PARQUE LEZAMA;2013-01-07 13:06:03.077;17;UCA PUERTO MADERO;7
65906;1465;2013-01-07 12:59:54.03;36;EMMA DE LA BARRA;2013-01-07 13:16:53.577;24;PLAZA DE MAYO;17
23343;1383;2013-01-07 13:00:23.043;3;RETIRO;2013-01-07 13:21:02.543;6;DERECHO;21
72661;1120;2013-01-07 13:00:24.86;25;PLAZA ALMAGRO;2013-01-07 13:18:26.64;15;CONGRESO;18
32981;727;2013-01-07 13:00:31.763;5;ADUANA;2013-01-07 13:04:43.61;24;PLAZA DE MAYO;4
72821;1096;2013-01-07 13:00:44.747;36;EMMA DE LA BARRA;2013-01-07 13:37:57.903;37;PLAZA GÜEMES;37
871;1136;2013-01-07 13:01:24.327;25;PLAZA ALMAGRO;2013-01-07 13:02:17.293;9;PARQUE LEZAMA;1
20717;1523;2013-01-07 13:01:32.293;24;PLAZA DE MAYO;2013-01-07 13:16:05.733;18;TRIBUNALES;15
48895;323;2013-01-07 13:01:53.95;28;PLAZA SAN MARTIN;2013-01-07 13:20:01.733;19;PLAZA VICENTE LOPEZ;18
31741;946;2013-01-07 13:02:08.06;35;ALSINA ;2013-01-07 13:44:40.873;3;RETIRO;43
65865;1524;2013-01-07 13:02:17.937;24;PLAZA DE MAYO;2013-01-07 13:52:15.717;10;OBELISCO;50
6775;1110;2013-01-07 13:02:42.547;33;ARENALES;2013-01-07 13:34:20.89;9;PARQUE LEZAMA;32
57490;576;2013-01-07 13:02:43.827;28;PLAZA SAN MARTIN;2013-01-07 13:05:58.67;3;RETIRO;3
5149;1502;2013-01-07 13:03:31.013;36;EMMA DE LA BARRA;2013-01-07 13:22:52.327;9;PARQUE LEZAMA;19
32968;1600;2013-01-07 13:03:47.543;19;PLAZA VICENTE LOPEZ;2013-01-07 13:16:01.45;15;CONGRESO;12
70719;1167;2013-01-07 13:04:55.763;18;TRIBUNALES;2013-01-07 14:01:26.217;18;TRIBUNALES;57
41162;57;2013-01-07 13:05:16.7;24;PLAZA DE MAYO;2013-01-07 13:28:03.937;23;PLAZA HOUSSAY;23
32701;489;2013-01-07 13:05:23.75;18;TRIBUNALES;2013-01-07 13:13:36.39;15;CONGRESO;8
66928;765;2013-01-07 13:05:25.31;20;ONCE;2013-01-07 13:24:43.45;27;INDEPENDENCIA;19
38367;1022;2013-01-07 13:05:27.03;36;EMMA DE LA BARRA;2013-01-07 13:27:06.217;9;PARQUE LEZAMA;22
47680;1444;2013-01-07 13:05:54.67;7;PLAZA ROMA;2013-01-07 13:20:46.5;15;CONGRESO;15
31833;282;2013-01-07 13:06:28.437;36;EMMA DE LA BARRA;2013-01-07 13:16:13.513;7;PLAZA ROMA;10
37837;1288;2013-01-07 13:06:46.403;20;ONCE;2013-01-07 13:24:46.81;25;PLAZA ALMAGRO;18
23698;1179;2013-01-07 13:06:52.403;24;PLAZA DE MAYO;2013-01-07 13:38:51.64;15;CONGRESO;32
16070;1187;2013-01-07 13:07:04.64;28;PLAZA SAN MARTIN;2013-01-07 13:19:12.153;19;PLAZA VICENTE LOPEZ;12
40736;1617;2013-01-07 13:07:07.187;16;PARQUE LAS HERAS;2013-01-07 14:06:49.78;20;ONCE;60
51612;1163;2013-01-07 13:07:10.437;15;CONGRESO;2013-01-07 13:27:08.263;25;PLAZA ALMAGRO;20
69240;147;2013-01-07 13:07:14.653;36;EMMA DE LA BARRA;2013-01-07 13:47:20.7;36;EMMA DE LA BARRA;40
38674;1596;2013-01-07 13:07:24.42;3;RETIRO;2013-01-07 13:38:06.14;3;RETIRO;31
67619;915;2013-01-07 13:07:38.403;5;ADUANA;2013-01-07 13:09:58.983;5;ADUANA;2
66300;1069;2013-01-07 13:07:40.967;20;ONCE;2013-01-07 13:28:03.513;25;PLAZA ALMAGRO;20
19875;1464;2013-01-07 13:07:42.153;16;PARQUE LAS HERAS;2013-01-07 13:40:43.53;22;VIRREY CEVALLOS;33
23435;1076;2013-01-07 13:08:16.39;23;PLAZA HOUSSAY;2013-01-07 13:42:47.043;21;PACIFICO;35
70825;212;2013-01-07 13:08:23.857;7;PLAZA ROMA;2013-01-07 14:11:53.357;24;PLAZA DE MAYO;63
28065;865;2013-01-07 13:08:50.327;15;CONGRESO;2013-01-07 13:17:25.5;10;OBELISCO;9
28092;1128;2013-01-07 13:08:52.577;27;INDEPENDENCIA;2013-01-07 13:27:28.937;19;PLAZA VICENTE LOPEZ;19
61484;1041;2013-01-07 13:09:07.797;10;OBELISCO;2013-01-07 13:16:21;34;SUIPACHA;7
71703;685;2013-01-07 13:10:00.293;36;EMMA DE LA BARRA;2013-01-07 13:25:00.81;10;OBELISCO;15
67619;1435;2013-01-07 13:10:08.61;5;ADUANA;2013-01-07 13:19:54.857;3;RETIRO;10
27678;1123;2013-01-07 13:10:15.95;20;ONCE;2013-01-07 14:19:33.89;15;CONGRESO;69
65181;1024;2013-01-07 13:10:29.06;24;PLAZA DE MAYO;2013-01-07 14:02:13.297;24;PLAZA DE MAYO;52
27200;1519;2013-01-07 13:10:31.89;27;INDEPENDENCIA;2013-01-07 13:26:59.653;18;TRIBUNALES;16
4456;576;2013-01-07 13:11:25.513;3;RETIRO;2013-01-07 13:32:35.717;5;ADUANA;21
43650;1389;2013-01-07 13:11:32.84;18;TRIBUNALES;2013-01-07 13:41:26.077;20;ONCE;30
41457;766;2013-01-07 13:11:52.7;18;TRIBUNALES;2013-01-07 13:21:42.857;24;PLAZA DE MAYO;10
55444;1495;2013-01-07 13:11:57.17;10;OBELISCO;2013-01-07 13:38:58.843;20;ONCE;27
71752;1580;2013-01-07 13:12:02.45;36;EMMA DE LA BARRA;2013-01-07 13:47:35.687;36;EMMA DE LA BARRA;36
19799;1070;2013-01-07 13:12:35.293;36;EMMA DE LA BARRA;2013-01-07 13:47:22.34;36;EMMA DE LA BARRA;35
35863;1249;2013-01-07 13:13:07.747;3;RETIRO;2013-01-07 13:22:45.483;6;DERECHO;10
61715;65;2013-01-07 13:13:22.983;15;CONGRESO;2013-01-07 14:03:54.187;21;PACIFICO;51
17584;670;2013-01-07 13:13:23.03;7;PLAZA ROMA;2013-01-07 13:48:23.61;10;OBELISCO;35
42473;921;2013-01-07 13:13:23.857;36;EMMA DE LA BARRA;2013-01-07 13:23:26.36;5;ADUANA;10
71280;672;2013-01-07 13:13:53.967;8;PLAZA ITALIA;2013-01-07 13:39:04.59;25;PLAZA ALMAGRO;25
30979;1437;2013-01-07 13:14:35.233;36;EMMA DE LA BARRA;2013-01-07 13:20:09.45;7;PLAZA ROMA;6
51965;1379;2013-01-07 13:14:54.217;10;OBELISCO;2013-01-07 13:49:42.293;33;ARENALES;35
41686;1601;2013-01-07 13:15:09.81;36;EMMA DE LA BARRA;2013-01-07 13:38:41.45;36;EMMA DE LA BARRA;24
16409;755;2013-01-07 13:15:36.2;19;PLAZA VICENTE LOPEZ;2013-01-07 13:21:38.797;3;RETIRO;6
44090;1072;2013-01-07 13:15:37.39;10;OBELISCO;2013-01-07 13:40:35.64;5;ADUANA;25
67010;1431;2013-01-07 13:15:54.327;24;PLAZA DE MAYO;2013-01-07 13:43:26.343;35;ALSINA ;28
71435;162;2013-01-07 13:15:55.28;20;ONCE;2013-01-07 13:44:02.873;33;ARENALES;28
71799;1316;2013-01-07 13:15:55.623;22;VIRREY CEVALLOS;2013-01-07 13:29:04.84;19;PLAZA VICENTE LOPEZ;13
69365;1632;2013-01-07 13:16:42.123;36;EMMA DE LA BARRA;2013-01-07 13:54:10.013;36;EMMA DE LA BARRA;37
14195;141;2013-01-07 13:16:45.483;15;CONGRESO;2013-01-07 13:48:26.937;15;CONGRESO;32
5943;609;2013-01-07 13:16:48.607;3;RETIRO;2013-01-07 13:41:30.107;17;UCA PUERTO MADERO;25
60677;1117;2013-01-07 13:17:08.42;34;SUIPACHA;2013-01-07 13:29:49.903;19;PLAZA VICENTE LOPEZ;13
72881;1395;2013-01-07 13:17:10.31;5;ADUANA;2013-01-07 13:59:06.61;5;ADUANA;42
70195;1066;2013-01-07 13:17:27.077;23;PLAZA HOUSSAY;2013-01-07 13:28:56.047;28;PLAZA SAN MARTIN;11
69820;1132;2013-01-07 13:17:50.39;36;EMMA DE LA BARRA;2013-01-07 13:25:31.95;7;PLAZA ROMA;8
39325;656;2013-01-07 13:17:53.53;34;SUIPACHA;2013-01-07 13:27:17.997;15;CONGRESO;9
72236;920;2013-01-07 13:18:07.61;24;PLAZA DE MAYO;2013-01-07 13:49:32.17;25;PLAZA ALMAGRO;31
