usuarioid;bicicletaid;origenfecha;origenestacionid;origennombre;destinofecha;destinoestacionid;destinonombre;tiempouso
5658;67;2013-01-07 13:18:52.233;15;CONGRESO;2013-01-07 13:37:45.03;15;CONGRESO;19
40730;1244;2013-01-07 13:19:27.653;22;VIRREY CEVALLOS;2013-01-07 13:51:56.577;24;PLAZA DE MAYO;32
28053;1346;2013-01-07 13:19:36.997;24;PLAZA DE MAYO;2013-01-07 14:10:54.92;10;OBELISCO;51
73118;243;2013-01-07 13:19:59.747;22;VIRREY CEVALLOS;2013-01-07 13:52:57.077;24;PLAZA DE MAYO;33
52252;1629;2013-01-07 13:20:44.763;36;EMMA DE LA BARRA;2013-01-07 13:38:52.2;5;ADUANA;18
62699;282;2013-01-07 13:20:45.11;7;PLAZA ROMA;2013-01-07 14:34:05.89;18;TRIBUNALES;73
34495;1237;2013-01-07 13:21:00.2;5;ADUANA;2013-01-07 13:40:13.763;33;ARENALES;19
57366;300;2013-01-07 13:21:12.687;33;ARENALES;2013-01-07 13:35:22.45;27;INDEPENDENCIA;14
25387;876;2013-01-07 13:21:12.843;20;ONCE;2013-01-07 13:38:32.28;27;INDEPENDENCIA;17
60150;865;2013-01-07 13:21:31.077;10;OBELISCO;2013-01-07 13:26:59.78;34;SUIPACHA;5
24089;1639;2013-01-07 13:21:41.67;34;SUIPACHA;2013-01-07 13:43:37.793;3;RETIRO;22
31585;1458;2013-01-07 13:22:09.653;24;PLAZA DE MAYO;2013-01-07 14:24:16.983;5;ADUANA;62
14855;755;2013-01-07 13:22:11.997;3;RETIRO;2013-01-07 13:32:00.997;7;PLAZA ROMA;10
1576;1465;2013-01-07 13:22:29.513;24;PLAZA DE MAYO;2013-01-07 14:24:13.53;5;ADUANA;62
55174;1609;2013-01-07 13:22:38.043;18;TRIBUNALES;2013-01-07 13:51:34.7;20;ONCE;29
69522;1245;2013-01-07 13:22:44.2;35;ALSINA ;2013-01-07 13:36:01.843;17;UCA PUERTO MADERO;13
29189;1187;2013-01-07 13:22:54.92;19;PLAZA VICENTE LOPEZ;2013-01-07 14:03:53.653;7;PLAZA ROMA;41
73106;1025;2013-01-07 13:23:53.623;10;OBELISCO;2013-01-07 14:23:04.343;30;DISTRITO AUDIOVISUAL;59
8547;766;2013-01-07 13:24:07.17;24;PLAZA DE MAYO;2013-01-07 13:46:24.2;36;EMMA DE LA BARRA;22
16144;341;2013-01-07 13:24:31.11;6;DERECHO;2013-01-07 13:33:25.153;3;RETIRO;9
40213;1112;2013-01-07 13:24:31.25;18;TRIBUNALES;2013-01-07 13:45:20.17;24;PLAZA DE MAYO;21
72172;779;2013-01-07 13:25:02.81;19;PLAZA VICENTE LOPEZ;2013-01-07 14:04:09.187;21;PACIFICO;39
73104;1523;2013-01-07 13:25:19.763;18;TRIBUNALES;2013-01-07 14:04:03.577;18;TRIBUNALES;39
25240;1222;2013-01-07 13:25:40.187;34;SUIPACHA;2013-01-07 13:46:37.873;18;TRIBUNALES;21
73100;273;2013-01-07 13:25:43.89;3;RETIRO;2013-01-07 13:38:02.937;34;SUIPACHA;12
49520;452;2013-01-07 13:26:20.09;34;SUIPACHA;2013-01-07 14:04:24.297;21;PACIFICO;38
61540;278;2013-01-07 13:26:20.717;10;OBELISCO;2013-01-07 14:09:58.437;10;OBELISCO;44
72592;1181;2013-01-07 13:26:28.437;17;UCA PUERTO MADERO;2013-01-07 13:51:11.42;18;TRIBUNALES;25
29153;1224;2013-01-07 13:26:59.67;18;TRIBUNALES;2013-01-07 14:21:02.11;7;PLAZA ROMA;54
15804;1288;2013-01-07 13:27:01.297;25;PLAZA ALMAGRO;2013-01-07 13:52:00.593;19;PLAZA VICENTE LOPEZ;25
14749;1461;2013-01-07 13:27:07.17;27;INDEPENDENCIA;2013-01-07 13:33:38.34;24;PLAZA DE MAYO;7
67755;679;2013-01-07 13:27:07.81;25;PLAZA ALMAGRO;2013-01-07 13:43:53.153;8;PLAZA ITALIA;17
68548;1233;2013-01-07 13:27:12.95;35;ALSINA ;2013-01-07 13:40:13.14;22;VIRREY CEVALLOS;13
58561;1120;2013-01-07 13:27:18.95;15;CONGRESO;2013-01-07 14:11:10.36;15;CONGRESO;44
53084;1512;2013-01-07 13:27:27.53;3;RETIRO;2013-01-07 14:43:09.2;3;RETIRO;76
64168;937;2013-01-07 13:27:28.483;36;EMMA DE LA BARRA;2013-01-07 14:25:42.95;36;EMMA DE LA BARRA;58
64480;1205;2013-01-07 13:28:06.513;36;EMMA DE LA BARRA;2013-01-07 14:25:52.28;36;EMMA DE LA BARRA;58
45871;1269;2013-01-07 13:28:21.123;19;PLAZA VICENTE LOPEZ;2013-01-07 13:46:12.077;22;VIRREY CEVALLOS;18
66300;1069;2013-01-07 13:28:29.233;25;PLAZA ALMAGRO;2013-01-07 14:12:15.123;25;PLAZA ALMAGRO;44
39883;1584;2013-01-07 13:28:46.763;3;RETIRO;2013-01-07 13:41:40.56;10;OBELISCO;13
61729;1531;2013-01-07 13:29:16.403;34;SUIPACHA;2013-01-07 13:33:47.077;10;OBELISCO;5
5452;685;2013-01-07 13:29:39.36;10;OBELISCO;2013-01-07 14:03:15.78;3;RETIRO;34
47532;656;2013-01-07 13:29:56.733;15;CONGRESO;2013-01-07 13:44:05.093;7;PLAZA ROMA;14
58136;912;2013-01-07 13:29:59.64;35;ALSINA ;2013-01-07 14:44:49.28;35;ALSINA ;75
69389;827;2013-01-07 13:30:07.84;36;EMMA DE LA BARRA;2013-01-07 14:05:27.14;7;PLAZA ROMA;35
926;1451;2013-01-07 13:30:12.373;34;SUIPACHA;2013-01-07 13:41:54.06;24;PLAZA DE MAYO;12
38367;1022;2013-01-07 13:30:21.42;9;PARQUE LEZAMA;2013-01-07 14:10:02.747;9;PARQUE LEZAMA;40
57343;1587;2013-01-07 13:30:29.42;35;ALSINA ;2013-01-07 14:22:55.013;10;OBELISCO;52
53836;1422;2013-01-07 13:30:42.827;8;PLAZA ITALIA;2013-01-07 14:02:48.373;23;PLAZA HOUSSAY;32
69188;106;2013-01-07 13:30:48.56;10;OBELISCO;2013-01-07 14:11:08.717;10;OBELISCO;40
71858;298;2013-01-07 13:31:17.2;35;ALSINA ;2013-01-07 13:37:25.293;15;CONGRESO;6
35207;1413;2013-01-07 13:31:23;3;RETIRO;2013-01-07 13:46:14.513;5;ADUANA;15
52449;1227;2013-01-07 13:31:27.733;10;OBELISCO;2013-01-07 13:46:51.997;20;ONCE;15
59018;1371;2013-01-07 13:32:47.84;10;OBELISCO;2013-01-07 13:46:24.967;3;RETIRO;14
61596;57;2013-01-07 13:33:11.437;23;PLAZA HOUSSAY;2013-01-07 13:51:37.077;24;PLAZA DE MAYO;18
65920;1029;2013-01-07 13:33:15.077;20;ONCE;2013-01-07 14:01:31.187;9;PARQUE LEZAMA;28
15812;1519;2013-01-07 13:33:47.92;18;TRIBUNALES;2013-01-07 13:40:48.403;3;RETIRO;7
72875;438;2013-01-07 13:34:08.56;18;TRIBUNALES;2013-01-07 13:44:39.81;19;PLAZA VICENTE LOPEZ;11
4548;1066;2013-01-07 13:34:14.717;28;PLAZA SAN MARTIN;2013-01-07 13:35:00.28;28;PLAZA SAN MARTIN;1
54517;1461;2013-01-07 13:34:17.64;24;PLAZA DE MAYO;2013-01-07 13:45:08.92;18;TRIBUNALES;11
19545;571;2013-01-07 13:34:22.28;35;ALSINA ;2013-01-07 13:43:19.077;24;PLAZA DE MAYO;9
55189;958;2013-01-07 13:34:23.937;7;PLAZA ROMA;2013-01-07 14:11:28.187;34;SUIPACHA;37
22085;1300;2013-01-07 13:34:29.483;36;EMMA DE LA BARRA;2013-01-07 14:05:41.28;3;RETIRO;31
20032;1444;2013-01-07 13:34:40.2;15;CONGRESO;2013-01-07 13:42:43.233;22;VIRREY CEVALLOS;8
40114;1121;2013-01-07 13:34:43.547;35;ALSINA ;2013-01-07 15:02:43.467;21;PACIFICO;88
34243;826;2013-01-07 13:34:53.92;5;ADUANA;2013-01-07 14:04:30.263;5;ADUANA;30
48455;1437;2013-01-07 13:34:57.78;7;PLAZA ROMA;2013-01-07 13:42:05.327;24;PLAZA DE MAYO;7
16415;135;2013-01-07 13:35:38.67;35;ALSINA ;2013-01-07 13:45:30.077;28;PLAZA SAN MARTIN;10
72114;188;2013-01-07 13:35:49.717;34;SUIPACHA;2013-01-07 14:09:38.403;10;OBELISCO;34
51371;719;2013-01-07 13:35:51.903;30;DISTRITO AUDIOVISUAL;2013-01-07 14:02:41.03;8;PLAZA ITALIA;27
8129;1168;2013-01-07 13:36:43.42;37;PLAZA GÜEMES;2013-01-07 13:50:10.373;37;PLAZA GÜEMES;13
13550;1132;2013-01-07 13:37:09.92;7;PLAZA ROMA;2013-01-07 13:44:07.217;36;EMMA DE LA BARRA;7
70859;576;2013-01-07 13:37:14.077;5;ADUANA;2013-01-07 13:37:47.14;5;ADUANA;1
39755;31;2013-01-07 13:37:18.95;18;TRIBUNALES;2013-01-07 13:49:34.013;24;PLAZA DE MAYO;12
32184;1518;2013-01-07 13:37:24.123;22;VIRREY CEVALLOS;2013-01-07 14:02:58.623;20;ONCE;26
69555;1186;2013-01-07 13:37:47.047;7;PLAZA ROMA;2013-01-07 13:45:24.403;17;UCA PUERTO MADERO;8
73125;488;2013-01-07 13:38:24.92;8;PLAZA ITALIA;2013-01-07 14:23:29.747;6;DERECHO;45
71949;664;2013-01-07 13:38:34.733;8;PLAZA ITALIA;2013-01-07 14:23:42.403;6;DERECHO;45
70859;1629;2013-01-07 13:38:57.247;5;ADUANA;2013-01-07 13:44:04.31;24;PLAZA DE MAYO;5
38683;1051;2013-01-07 13:39:41.077;20;ONCE;2013-01-07 14:02:31.89;15;CONGRESO;23
53329;1096;2013-01-07 13:39:46.06;37;PLAZA GÜEMES;2013-01-07 14:31:44.59;15;CONGRESO;52
38325;1041;2013-01-07 13:39:48.983;34;SUIPACHA;2013-01-07 14:05:18.75;8;PLAZA ITALIA;25
41140;314;2013-01-07 13:40:14.81;10;OBELISCO;2013-01-07 14:14:41.577;36;EMMA DE LA BARRA;34
22433;1601;2013-01-07 13:40:28.983;36;EMMA DE LA BARRA;2013-01-07 13:46:41.67;7;PLAZA ROMA;6
44090;921;2013-01-07 13:41:09.31;5;ADUANA;2013-01-07 14:17:57.95;10;OBELISCO;37
38587;1067;2013-01-07 13:41:10.187;36;EMMA DE LA BARRA;2013-01-07 14:10:43.687;7;PLAZA ROMA;30
67663;1428;2013-01-07 13:41:15.483;37;PLAZA GÜEMES;2013-01-07 14:06:11.39;3;RETIRO;25
52856;966;2013-01-07 13:41:23.793;7;PLAZA ROMA;2013-01-07 13:53:27.297;9;PARQUE LEZAMA;12
65089;323;2013-01-07 13:41:39.64;19;PLAZA VICENTE LOPEZ;2013-01-07 13:49:04.983;35;ALSINA ;7
71765;872;2013-01-07 13:42:14.28;28;PLAZA SAN MARTIN;2013-01-07 13:49:28.717;35;ALSINA ;7
17891;107;2013-01-07 13:42:40.89;28;PLAZA SAN MARTIN;2013-01-07 14:20:24.967;32;PARQUE PATRICIOS ;38
30969;244;2013-01-07 13:42:51.7;34;SUIPACHA;2013-01-07 14:21:35.827;28;PLAZA SAN MARTIN;39
71770;1245;2013-01-07 13:43:02.81;17;UCA PUERTO MADERO;2013-01-07 13:57:59.373;17;UCA PUERTO MADERO;15
42690;1076;2013-01-07 13:43:15.687;21;PACIFICO;2013-01-07 14:38:18.403;3;RETIRO;55
34228;1584;2013-01-07 13:43:16.687;10;OBELISCO;2013-01-07 14:30:27.607;5;ADUANA;47
19177;1064;2013-01-07 13:44:10.043;34;SUIPACHA;2013-01-07 14:12:09.687;27;INDEPENDENCIA;28
67010;1431;2013-01-07 13:44:14.61;35;ALSINA ;2013-01-07 14:22:39.39;7;PLAZA ROMA;38
58805;1585;2013-01-07 13:44:21.297;34;SUIPACHA;2013-01-07 13:51:39.983;33;ARENALES;7
4548;1066;2013-01-07 13:44:22.153;28;PLAZA SAN MARTIN;2013-01-07 13:50:27.39;24;PLAZA DE MAYO;6
32981;1336;2013-01-07 13:44:36.17;24;PLAZA DE MAYO;2013-01-07 13:48:57.857;5;ADUANA;4
51602;221;2013-01-07 13:44:48.827;28;PLAZA SAN MARTIN;2013-01-07 13:51:25.92;18;TRIBUNALES;7
9968;1072;2013-01-07 13:45:12.263;5;ADUANA;2013-01-07 13:57:26.873;28;PLAZA SAN MARTIN;12
72642;1337;2013-01-07 13:45:15.187;26;CMD;2013-01-07 14:28:29.763;35;ALSINA ;43
19546;946;2013-01-07 13:45:46.763;3;RETIRO;2013-01-07 14:25:08.483;32;PARQUE PATRICIOS ;39
23839;1237;2013-01-07 13:46:03.763;33;ARENALES;2013-01-07 14:31:56.763;7;PLAZA ROMA;46
61623;1063;2013-01-07 13:46:13.403;24;PLAZA DE MAYO;2013-01-07 14:29:49.59;15;CONGRESO;44
69177;751;2013-01-07 13:46:22.983;18;TRIBUNALES;2013-01-07 13:59:53.687;24;PLAZA DE MAYO;14
57442;1383;2013-01-07 13:47:10.95;6;DERECHO;2013-01-07 14:04:39.59;21;PACIFICO;17
61812;1531;2013-01-07 13:47:41.077;10;OBELISCO;2013-01-07 14:20:44.293;16;PARQUE LAS HERAS;33
40585;255;2013-01-07 13:48:03.7;36;EMMA DE LA BARRA;2013-01-07 13:56:37.483;7;PLAZA ROMA;9
48793;311;2013-01-07 13:48:10.297;35;ALSINA ;2013-01-07 14:00:10.217;20;ONCE;12
58264;1601;2013-01-07 13:48:10.343;7;PLAZA ROMA;2013-01-07 13:58:07.31;3;RETIRO;10
36295;1227;2013-01-07 13:48:36.577;20;ONCE;2013-01-07 14:13:49.14;19;PLAZA VICENTE LOPEZ;25
17584;670;2013-01-07 13:48:39.59;10;OBELISCO;2013-01-07 14:08:24.437;10;OBELISCO;20
63120;1194;2013-01-07 13:48:50.857;33;ARENALES;2013-01-07 13:58:59.45;3;RETIRO;10
3177;1099;2013-01-07 13:48:54.247;27;INDEPENDENCIA;2013-01-07 14:08:00.2;10;OBELISCO;19
70838;899;2013-01-07 13:49:05.763;28;PLAZA SAN MARTIN;2013-01-07 14:09:22.84;23;PLAZA HOUSSAY;20
13767;1158;2013-01-07 13:49:06.28;19;PLAZA VICENTE LOPEZ;2013-01-07 14:07:27.497;10;OBELISCO;18
69884;609;2013-01-07 13:49:10.967;17;UCA PUERTO MADERO;2013-01-07 14:11:22.06;10;OBELISCO;22
55667;681;2013-01-07 13:49:15.217;10;OBELISCO;2013-01-07 14:02:00.793;36;EMMA DE LA BARRA;13
51965;1379;2013-01-07 13:50:42.653;33;ARENALES;2013-01-07 14:33:21.607;35;ALSINA ;43
72166;1066;2013-01-07 13:51:05.827;24;PLAZA DE MAYO;2013-01-07 13:58:16.92;34;SUIPACHA;7
69464;1047;2013-01-07 13:51:19.28;17;UCA PUERTO MADERO;2013-01-07 14:47:28.593;17;UCA PUERTO MADERO;56
34962;1358;2013-01-07 13:51:23.36;24;PLAZA DE MAYO;2013-01-07 13:57:51.843;15;CONGRESO;6
17910;1269;2013-01-07 13:51:49.373;22;VIRREY CEVALLOS;2013-01-07 14:42:22.56;22;VIRREY CEVALLOS;51
69463;1186;2013-01-07 13:52:00.763;17;UCA PUERTO MADERO;2013-01-07 14:46:27.297;17;UCA PUERTO MADERO;54
65865;1524;2013-01-07 13:52:29.403;10;OBELISCO;2013-01-07 14:37:21.983;24;PLAZA DE MAYO;45
45513;1110;2013-01-07 13:52:44.717;9;PARQUE LEZAMA;2013-01-07 14:13:14.793;7;PLAZA ROMA;21
70955;825;2013-01-07 13:52:59.42;27;INDEPENDENCIA;2013-01-07 14:08:37.247;20;ONCE;16
871;801;2013-01-07 13:53:00.59;25;PLAZA ALMAGRO;2013-01-07 15:20:47.543;22;VIRREY CEVALLOS;88
49980;491;2013-01-07 13:53:06.047;17;UCA PUERTO MADERO;2013-01-07 14:15:32.03;18;TRIBUNALES;22
41593;755;2013-01-07 13:53:17.61;7;PLAZA ROMA;2013-01-07 14:23:53.763;20;ONCE;31
73118;243;2013-01-07 13:54:03.11;24;PLAZA DE MAYO;2013-01-07 14:12:35.043;10;OBELISCO;19
16771;1639;2013-01-07 13:54:05.06;3;RETIRO;2013-01-07 14:14:47.89;18;TRIBUNALES;21
65873;865;2013-01-07 13:54:37.013;34;SUIPACHA;2013-01-07 14:04:16.2;24;PLAZA DE MAYO;10
36619;1112;2013-01-07 13:55:10.09;24;PLAZA DE MAYO;2013-01-07 14:32:15.077;24;PLAZA DE MAYO;37
21306;116;2013-01-07 13:55:14.997;23;PLAZA HOUSSAY;2013-01-07 14:05:48.967;15;CONGRESO;11
17445;1189;2013-01-07 13:55:41.263;3;RETIRO;2013-01-07 14:33:00.577;35;ALSINA ;37
66194;1344;2013-01-07 13:56:04.2;34;SUIPACHA;2013-01-07 14:11:00.03;15;CONGRESO;15
19605;1249;2013-01-07 13:56:20.093;6;DERECHO;2013-01-07 14:14:56.717;6;DERECHO;19
58746;1239;2013-01-07 13:56:27.577;17;UCA PUERTO MADERO;2013-01-07 14:10:28.31;17;UCA PUERTO MADERO;14
61351;373;2013-01-07 13:56:42.217;10;OBELISCO;2013-01-07 14:15:00.937;17;UCA PUERTO MADERO;18
4456;1126;2013-01-07 13:56:43.53;5;ADUANA;2013-01-07 14:15:59.61;3;RETIRO;19
18417;1252;2013-01-07 13:56:51.543;34;SUIPACHA;2013-01-07 14:01:51.78;18;TRIBUNALES;5
71384;1413;2013-01-07 13:56:57.06;5;ADUANA;2013-01-07 14:44:50.2;5;ADUANA;48
3078;1191;2013-01-07 13:57:09.077;23;PLAZA HOUSSAY;2013-01-07 14:13:12.187;24;PLAZA DE MAYO;16
35855;135;2013-01-07 13:57:13.967;28;PLAZA SAN MARTIN;2013-01-07 14:16:27.373;27;INDEPENDENCIA;19
70819;727;2013-01-07 13:59:01.39;24;PLAZA DE MAYO;2013-01-07 14:03:28.123;5;ADUANA;4
4464;920;2013-01-07 13:59:01.56;25;PLAZA ALMAGRO;2013-01-07 14:11:09.937;37;PLAZA GÜEMES;12
58820;1072;2013-01-07 13:59:58.11;28;PLAZA SAN MARTIN;2013-01-07 14:42:23.077;28;PLAZA SAN MARTIN;42
37096;751;2013-01-07 14:01:07.497;24;PLAZA DE MAYO;2013-01-07 14:19:22.123;24;PLAZA DE MAYO;18
49328;1168;2013-01-07 14:01:23.983;37;PLAZA GÜEMES;2013-01-07 14:28:06.56;10;OBELISCO;27
16679;1358;2013-01-07 14:01:26.593;15;CONGRESO;2013-01-07 14:10:15.077;22;VIRREY CEVALLOS;9
15652;1167;2013-01-07 14:01:28.31;18;TRIBUNALES;2013-01-07 14:31:21.107;25;PLAZA ALMAGRO;30
58657;320;2013-01-07 14:01:40.983;23;PLAZA HOUSSAY;2013-01-07 14:17:05.403;24;PLAZA DE MAYO;15
73117;141;2013-01-07 14:01:48.28;15;CONGRESO;2013-01-07 14:24:24.89;20;ONCE;23
5956;1629;2013-01-07 14:01:52.093;24;PLAZA DE MAYO;2013-01-07 14:58:04.45;17;UCA PUERTO MADERO;56
36140;1225;2013-01-07 14:02:05.53;7;PLAZA ROMA;2013-01-07 15:01:20.403;21;PACIFICO;59
31054;8;2013-01-07 14:02:35.123;8;PLAZA ITALIA;2013-01-07 14:35:17.11;8;PLAZA ITALIA;33
10882;1585;2013-01-07 14:02:48.513;33;ARENALES;2013-01-07 14:10:34.17;35;ALSINA ;8
40181;1435;2013-01-07 14:02:53.357;3;RETIRO;2013-01-07 14:21:31.95;24;PLAZA DE MAYO;19
59649;1252;2013-01-07 14:02:54.873;18;TRIBUNALES;2013-01-07 14:26:54.903;20;ONCE;24
65181;1024;2013-01-07 14:02:58.577;24;PLAZA DE MAYO;2013-01-07 14:44:21.78;34;SUIPACHA;41
61687;1518;2013-01-07 14:03:02.28;20;ONCE;2013-01-07 14:43:04.717;10;OBELISCO;40
51371;679;2013-01-07 14:03:28.997;8;PLAZA ITALIA;2013-01-07 14:28:02.497;19;PLAZA VICENTE LOPEZ;25
2654;1437;2013-01-07 14:03:31.513;24;PLAZA DE MAYO;2013-01-07 14:16:54.7;19;PLAZA VICENTE LOPEZ;13
11713;1198;2013-01-07 14:03:44.983;20;ONCE;2013-01-07 14:18:52.89;27;INDEPENDENCIA;15
63502;1244;2013-01-07 14:03:55.543;24;PLAZA DE MAYO;2013-01-07 14:25:53.653;9;PARQUE LEZAMA;22
16119;1601;2013-01-07 14:04:20.873;3;RETIRO;2013-01-07 14:37:08.56;37;PLAZA GÜEMES;33
50584;1389;2013-01-07 14:04:39.123;20;ONCE;2013-01-07 14:11:19.763;25;PLAZA ALMAGRO;7
70031;1523;2013-01-07 14:04:55.233;18;TRIBUNALES;2013-01-07 14:14:31.217;15;CONGRESO;10
53351;1383;2013-01-07 14:05:07.793;21;PACIFICO;2013-01-07 15:00:12.013;6;DERECHO;55
23609;919;2013-01-07 14:05:24.123;24;PLAZA DE MAYO;2013-01-07 14:16:53.607;22;VIRREY CEVALLOS;11
53352;894;2013-01-07 14:05:30.747;21;PACIFICO;2013-01-07 15:00:40.95;6;DERECHO;55
38325;1041;2013-01-07 14:05:30.937;8;PLAZA ITALIA;2013-01-07 14:38:48.437;16;PARQUE LAS HERAS;33
71868;1414;2013-01-07 14:06:29;32;PARQUE PATRICIOS ;2013-01-07 14:41:03.437;35;ALSINA ;35
67663;1428;2013-01-07 14:06:32.013;3;RETIRO;2013-01-07 14:34:45.247;9;PARQUE LEZAMA;28
39755;31;2013-01-07 14:06:35.093;24;PLAZA DE MAYO;2013-01-07 14:16:31.373;15;CONGRESO;10
42491;821;2013-01-07 14:07:05.89;10;OBELISCO;2013-01-07 14:34:27.39;34;SUIPACHA;27
71871;1006;2013-01-07 14:07:06.92;32;PARQUE PATRICIOS ;2013-01-07 14:40:44.967;35;ALSINA ;34
33881;1488;2013-01-07 14:07:15.373;28;PLAZA SAN MARTIN;2013-01-07 14:16:04.357;19;PLAZA VICENTE LOPEZ;9
11028;1371;2013-01-07 14:07:50.11;3;RETIRO;2013-01-07 15:02:28.827;17;UCA PUERTO MADERO;55
18422;57;2013-01-07 14:07:52.997;24;PLAZA DE MAYO;2013-01-07 14:18:26.857;33;ARENALES;11
34659;1163;2013-01-07 14:08:02.687;25;PLAZA ALMAGRO;2013-01-07 14:58:23.263;21;PACIFICO;50
42654;835;2013-01-07 14:08:04.483;10;OBELISCO;2013-01-07 14:29:58.14;34;SUIPACHA;22
14320;925;2013-01-07 14:08:38.997;7;PLAZA ROMA;2013-01-07 14:18:38.937;3;RETIRO;10
42482;727;2013-01-07 14:08:45.437;5;ADUANA;2013-01-07 14:22:02.857;7;PLAZA ROMA;13
18992;1373;2013-01-07 14:08:49.14;28;PLAZA SAN MARTIN;2013-01-07 15:02:52.747;24;PLAZA DE MAYO;54
72715;1519;2013-01-07 14:08:53.14;3;RETIRO;2013-01-07 14:24:03.75;36;EMMA DE LA BARRA;15
2902;879;2013-01-07 14:09:04.09;32;PARQUE PATRICIOS ;2013-01-07 14:58:30.513;32;PARQUE PATRICIOS ;49
14711;1188;2013-01-07 14:09:09.107;28;PLAZA SAN MARTIN;2013-01-07 14:50:02.997;3;RETIRO;41
3404;1142;2013-01-07 14:09:48.593;3;RETIRO;2013-01-07 14:17:46.78;7;PLAZA ROMA;8
61540;278;2013-01-07 14:10:10.78;10;OBELISCO;2013-01-07 14:37:50.14;27;INDEPENDENCIA;28
38367;1022;2013-01-07 14:10:17.107;9;PARQUE LEZAMA;2013-01-07 14:30:59.233;9;PARQUE LEZAMA;21
28065;188;2013-01-07 14:10:39.78;10;OBELISCO;2013-01-07 14:18:20.2;15;CONGRESO;8
66472;256;2013-01-07 14:10:52.2;28;PLAZA SAN MARTIN;2013-01-07 14:30:59.233;23;PLAZA HOUSSAY;20
44378;1585;2013-01-07 14:11:24.827;35;ALSINA ;2013-01-07 14:17:23.64;18;TRIBUNALES;6
6892;1080;2013-01-07 14:11:35.763;24;PLAZA DE MAYO;2013-01-07 14:18:18.077;10;OBELISCO;7
70045;1609;2013-01-07 14:11:36.653;20;ONCE;2013-01-07 14:30:04.28;27;INDEPENDENCIA;18
52199;721;2013-01-07 14:12:00.607;28;PLAZA SAN MARTIN;2013-01-07 14:50:57.31;34;SUIPACHA;39
70825;212;2013-01-07 14:12:22.53;24;PLAZA DE MAYO;2013-01-07 14:43:10.047;7;PLAZA ROMA;31
58569;849;2013-01-07 14:12:39.687;33;ARENALES;2013-01-07 14:31:20.733;23;PLAZA HOUSSAY;19
5278;1145;2013-01-07 14:12:43.873;8;PLAZA ITALIA;2013-01-07 14:34:28.28;8;PLAZA ITALIA;22
49476;1262;2013-01-07 14:12:45.17;28;PLAZA SAN MARTIN;2013-01-07 14:14:53.42;15;CONGRESO;2
45691;1120;2013-01-07 14:12:47.077;15;CONGRESO;2013-01-07 14:51:53.763;18;TRIBUNALES;39
12719;1395;2013-01-07 14:12:50.17;5;ADUANA;2013-01-07 14:53:52.297;18;TRIBUNALES;41
7244;986;2013-01-07 14:13:19.107;10;OBELISCO;2013-01-07 15:42:35.17;10;OBELISCO;89
65873;1191;2013-01-07 14:13:26.28;24;PLAZA DE MAYO;2013-01-07 14:30:37.67;19;PLAZA VICENTE LOPEZ;17
36669;959;2013-01-07 14:13:31.89;20;ONCE;2013-01-07 14:50:35.623;20;ONCE;37
24555;979;2013-01-07 14:14:15.7;17;UCA PUERTO MADERO;2013-01-07 14:58:45.81;21;PACIFICO;45
70771;255;2013-01-07 14:14:27.81;7;PLAZA ROMA;2013-01-07 14:35:35.56;9;PARQUE LEZAMA;21
55469;1069;2013-01-07 14:14:34.873;25;PLAZA ALMAGRO;2013-01-07 14:33:36.56;23;PLAZA HOUSSAY;19
58132;1110;2013-01-07 14:14:37.34;7;PLAZA ROMA;2013-01-07 14:26:01.217;3;RETIRO;11
71770;1245;2013-01-07 14:14:40.28;17;UCA PUERTO MADERO;2013-01-07 14:21:41.483;7;PLAZA ROMA;7
72437;116;2013-01-07 14:14:46.09;15;CONGRESO;2013-01-07 14:22:57.06;22;VIRREY CEVALLOS;8
41140;314;2013-01-07 14:14:56.56;36;EMMA DE LA BARRA;2013-01-07 14:57:57.763;18;TRIBUNALES;43
52852;1523;2013-01-07 14:15:14.373;15;CONGRESO;2013-01-07 14:35:23.92;3;RETIRO;20
58068;1064;2013-01-07 14:15:22.217;27;INDEPENDENCIA;2013-01-07 14:41:06.95;25;PLAZA ALMAGRO;26
59135;311;2013-01-07 14:15:46.577;20;ONCE;2013-01-07 14:59:46.437;21;PACIFICO;44
36723;1126;2013-01-07 14:16:04.89;3;RETIRO;2013-01-07 14:31:28.59;17;UCA PUERTO MADERO;15
60135;1511;2013-01-07 14:16:20.06;28;PLAZA SAN MARTIN;2013-01-07 14:22:28.467;34;SUIPACHA;6
12506;1122;2013-01-07 14:16:28.247;36;EMMA DE LA BARRA;2013-01-07 14:45:45.31;36;EMMA DE LA BARRA;29
25476;491;2013-01-07 14:16:40.263;18;TRIBUNALES;2013-01-07 15:04:03.7;18;TRIBUNALES;47
41075;739;2013-01-07 14:16:51.827;24;PLAZA DE MAYO;2013-01-07 14:23:52.513;7;PLAZA ROMA;7
70542;1222;2013-01-07 14:16:59.403;18;TRIBUNALES;2013-01-07 14:35:12.763;20;ONCE;18
69824;1461;2013-01-07 14:17:15.89;18;TRIBUNALES;2013-01-07 14:35:04.717;20;ONCE;18
16025;1109;2013-01-07 14:17:46.607;24;PLAZA DE MAYO;2013-01-07 15:22:43.483;33;ARENALES;65
68442;1495;2013-01-07 14:17:50.233;20;ONCE;2013-01-07 14:33:41.497;34;SUIPACHA;16
35176;919;2013-01-07 14:18:14.843;22;VIRREY CEVALLOS;2013-01-07 14:43:11.45;5;ADUANA;25
